@id,count
0972-9860,64
0972-9941,225
0973-0052,33
0973-0168,22
0973-029X,373
0973-0311,21
0973-0354,123
0973-0508,136
0973-0621,43
0973-063X,141
0973-0648,124
0973-0656,50
0973-0664,301
0973-0672,91
0973-0680,33
0973-0710,35
0973-0729,132
0973-0737,65
0973-0745,56
0973-0753,64
0973-0761,41
0973-077X,89
0973-0788,18
0973-0796,65
0973-080X,60
0973-0826,243
0973-0893,118
0973-0958,90
0973-1075,201
0973-1229,59
0973-1245,1180
0973-1296,511
0973-130X,143
0973-1458,512
0973-1482,1050
0973-1520,236
0973-1547,105
0973-1598,23
0973-1733,58
0973-1741,58
0973-1849,56
0973-1970,41
0973-2020,54
0973-2063,311
0973-2586,55
0973-2594,55
0973-3159,74
0973-340X,44
0973-3450,3
0973-3469,57
0973-3698,473
0973-3825,34
0973-3930,359
0973-4074,107
0973-4082,107
0973-421X,32
0973-4228,18
0973-4317,55
0973-4538,8
0973-4651,25
0973-4686,84
0973-4732,231
0973-4740,52
0973-4759,70
0973-4767,190
0973-4775,147
0973-4791,94
0973-4899,128
0973-4929,517
0973-5143,23
0973-5348,163
0973-5631,40
0973-5666,520
0973-5674,520
0973-5763,59
0973-5984,36
0973-6042,69
0973-6131,97
0973-614X,156
0973-6247,151
0973-6883,730
0973-6999,16
0973-7006,208
0973-7030,60
0973-7081,115
0973-7103,671
0973-7111,679
0973-712X,422
0973-7138,256
0973-7200,149
0973-7510,105
0973-7669,716
0973-7677,260
0973-7685,166
0973-7693,967
0973-7707,339
0973-7715,190
0973-7723,212
0973-7731,409
0973-774X,391
0973-7758,215
0973-7766,77
0973-7847,64
0973-8010,61
0973-8029,61
0973-8258,76
0973-8398,67
0973-8703,156
0973-8711,208
0973-8894,311
0973-8940,28
0973-9084,25
0973-9092,25
0973-9106,30
0973-9114,8
0973-9122,323
0973-9130,323
0973-9149,54
0973-9157,91
0973-919X,5
0973-9238,24
0973-9335,102
0973-9343,102
0973-936X,26
0973-9548,65
0973-9556,65
0973-9572,62
0973-967X,69
0973-9688,69
0973-970X,261
0973-9718,152
0973-9793,547
0973-9866,16
0974-0112,241
0974-0147,51
0974-0155,44
0974-0198,94
0974-0228,116
0974-0252,212
0974-0279,109
0974-0333,48
0974-0422,222
0974-0430,190
0974-0449,458
0974-0600,64
0974-0643,157
0974-0740,211
0974-0805,25
0974-0848,242
0974-0945,29
0974-1208,156
0974-1275,137
0974-1283,253
0974-1658,53
0974-1712,343
0974-1801,39
0974-181X,136
0974-1844,329
0974-1852,39
0974-2069,190
0974-2077,203
0974-2131,16
0974-2441,296
0974-2603,7
0974-2638,40
0974-2646,132
0974-2654,42
0974-2662,116
0974-2670,246
0974-2700,197
0974-2727,95
0974-276X,193
0974-2808,47
0974-3006,306
0974-3227,272
0974-3243,29
0974-3383,61
0974-3391,61
0974-360X,765
0974-3618,765
0974-3626,671
0974-3839,82
0974-4053,65
0974-4061,65
0974-4150,217
0974-4169,217
0974-4479,53
0974-4487,41
0974-4517,138
0974-4533,34
0974-4576,121
0974-4630,101
0974-5009,159
0974-5041,122
0974-505X,26
0974-5092,83
0974-5262,15
0974-5645,7222
0974-567X,24
0974-5750,57
0974-5777,45
0974-5912,14
0974-5971,239
0974-6099,77
0974-620X,178
0974-6242,621
0974-6250,17
0974-6366,117
0974-6455,24
0974-6471,31
0974-6781,82
0974-6846,7222
0974-6862,34
0974-6870,146
0974-6889,547
0974-6897,272
0974-6900,189
0974-6919,116
0974-6986,53
0974-6994,53
0974-7028,55
0974-7052,153
0974-7141,137
0974-7168,116
0974-7230,118
0974-7281,44
0974-7338,44
0974-7559,670
0974-7753,156
0974-7761,31
0974-777X,133
0974-7796,339
0974-780X,259
0974-7893,548
0974-7907,548
0974-8164,122
0974-8172,182
0974-8180,72
0974-8210,39
0974-8237,158
0974-8326,112
0974-8369,214
0974-8466,223
0974-8490,195
0974-8520,179
0974-8784,45
0974-8938,156
0974-9098,54
0974-9101,49
0974-9233,245
0974-9276,46
0974-9284,126
0974-9292,32
0974-9306,27
0974-9322,201
0974-9330,84
0974-9349,469
0974-9357,469
0974-9381,29
0974-942X,378
0974-9845,512
0974-9853,99
0974-9861,147
0974-9918,21
0975-007X,115
0975-0185,22
0975-0215,5
0975-0223,19
0975-024X,10
0975-0320,118
0975-0444,30
0975-0452,28
0975-0703,456
0975-0711,283
0975-072X,98
0975-0770,75
0975-0851,181
0975-0878,41
0975-1262,40
0975-1432,67
0975-1475,134
0975-1483,170
0975-1491,273
0975-1505,103
0975-153X,67
0975-1548,28
0975-1645,664
0975-1904,153
0975-1912,156
0975-1920,156
0975-1939,21
0975-1947,41
0975-1955,83
0975-2293,201
0975-2307,84
0975-2315,109
0975-2331,76
0975-234X,82
0975-248X,49
0975-2498,36
0975-2625,33
0975-2684,126
0975-2730,49
0975-2854,215
0975-2870,673
0975-2919,11
0975-2935,47
0975-3060,71
0975-3540,71
0975-3575,249
0975-3583,88
0975-3605,87
0975-3702,1
0975-3710,3
0975-3826,205
0975-3834,129
0975-3907,55
0975-4024,170
0975-4253,62
0975-4261,132
0975-427X,3590
0975-4296,1
0975-4377,82
0975-4385,76
0975-4393,66
0975-4407,74
0975-4423,3
0975-444X,72
0975-4466,262
0975-4660,205
0975-4679,129
0975-4709,32
0975-5039,48
0975-5276,3
0975-5578,60
0975-5586,19
0975-5616,75
0975-5691,223
0975-5705,60
0975-5926,19
0975-5934,60
0975-5950,157
0975-5969,27
0975-5977,161
0975-5985,60
0975-623X,138
0975-6299,197
0975-6434,451
0975-6523,39
0975-6795,75
0975-6809,348
0975-6884,117
0975-6892,132
0975-6906,269
0975-6922,115
0975-6957,72
0975-6965,101
0975-7023,16
0975-7031,13
0975-7058,8
0975-7066,47
0975-7252,16
0975-7260,13
0975-7341,54
0975-7406,437
0975-7465,167
0975-7554,12
0975-7562,12
0975-7597,24
0975-7651,311
0975-7848,19
0975-7899,89
0975-7902,48
0975-8070,76
0975-8089,76
0975-8402,1187
0975-8453,21
0975-8798,30
0975-8844,92
0975-8887,9548
0975-8992,17
0975-900X,99
0975-9018,88
0975-9026,33
0975-9107,3
0975-914X,3
0975-9174,3
0975-9182,1
0975-928X,60
0975-9476,145
0975-962X,167
0975-9638,26
0975-9727,144
0976-0016,298
0976-0091,58
0976-0105,71
0976-0180,59
0976-0245,757
0976-030X,70
0976-0482,2
0976-0490,2
0976-0520,45
0976-0539,89
0976-0547,231
0976-0555,713
0976-0563,185
0976-0571,526
0976-058X,286
0976-0598,57
0976-0652,65
0976-0733,55
0976-0741,123
0976-0911,46
0976-125X,15
0976-1268,40
0976-1276,150
0976-1284,55
0976-1357,75
0976-1446,18
0976-1527,75
0976-156X,30
0976-1713,38
0976-173X,70
0976-1748,57
0976-1764,19
0976-1926,178
0976-1934,19
0976-2191,99
0976-2205,19
0976-2213,17
0976-2221,88
0976-2280,33
0976-237X,436
0976-2442,64
0976-2469,97
0976-2477,92
0976-2760,47
0976-2779,15
0976-2833,62
0976-2868,29
0976-2884,135
0976-2973,105
0976-2981,26
0976-3015,39
0976-3147,521
0976-3198,464
0976-3201,66
0976-3252,47
0976-3260,150
0976-3341,17
0976-3457,62
0976-3465,41
0976-352X,46
0976-3538,191
0976-3546,62
0976-3600,75
0976-3961,516
0976-397X,516
0976-3988,183
0976-3996,52
0976-4003,31
0976-4038,183
0976-4194,25
0976-433X,177
0976-4348,348
0976-4615,74
0976-4623,45
0976-464X,245
0976-4658,157
0976-4666,278
0976-4747,93
0976-4763,39
0976-478X,138
0976-4852,13
0976-4860,35
0976-4887,1
0976-4895,1
0976-495X,97
0976-500X,189
0976-5026,591
0976-5042,120
0976-5069,27
0976-5360,62
0976-5506,757
0976-5530,5
0976-5549,5
0976-5603,119
0976-5611,128
0976-562X,71
0976-5638,87
0976-5646,80
0976-5662,310
0976-5670,143
0976-593X,105
0976-6006,139
0976-6014,138
0976-6561,93
0976-6677,61
0976-6847,236
0976-6855,246
0976-6944,107
0976-6952,311
0976-6960,1
0976-710X,100
0976-7223,116
0976-7231,147
0976-724X,190
0976-7258,90
0976-7606,149
0976-7800,130
0976-7924,40
0976-7932,42
0976-7940,132
0976-7959,52
0976-7975,92
0976-8343,128
0976-8351,231
0976-836X,48
0976-8378,48
0976-8386,53
0976-8394,53
0976-8432,74
0976-8580,38
0976-8726,2
0976-8734,2
0976-8947,70
0976-8963,94
0976-9099,97
0976-9102,97
0976-9234,34
0976-9404,11
0976-9420,9
0976-9633,333
0976-9668,307
0976-9757,16
0976-9773,29
0976-979X,63
0976-9811,10
0981-9428,954
0982-1783,45
0982-9237,98
0984-2292,120
0984-2632,73
0984-8207,85
0985-0562,801
0985-1402,33
0985-3111,46
0985-3464,1
0986-2943,24
0986-6035,243
0986-6124,5
0987-1381,59
0987-3260,139
0987-3368,229
0987-6014,44
0987-7053,594
0987-7983,188
0988-1824,43
0988-3754,71
0988-5226,148
0990-1310,223
0990-6908,58
0990-7440,56
0992-499X,78
0992-5945,1151
0992-986X,4
0993-8516,69
0994-1908,118
0994-4524,86
0994-5490,39
0994-7949,83
0997-1327,83
0997-5551,49
0997-7538,392
0997-7546,389
0999-4203,43
1000-0887,71
1000-0933,2418
1000-2383,524
1000-2413,691
1000-2618,270
1000-324X,573
1000-3304,33
1000-372X,315
1000-467X,90
1000-7032,745
1000-7105,89
1000-8713,623
1000-9000,291
1000-9345,451
1000-9361,551
1000-940X,42
1000-9426,115
1000-9515,2117
1000-9604,59
1000-9825,198
1001-0521,616
1001-0602,484
1001-0742,950
1001-4322,1112
1001-5302,2523
1001-604X,632
1001-6058,334
1001-6279,135
1001-6538,603
1001-8042,177
1001-8417,1114
1001-9294,149
1002-0063,190
1002-0071,286
1002-0160,253
1002-0721,553
1002-1582,188
1002-2082,278
1003-1057,267
1003-2169,231
1003-5257,198
1003-5427,421
1003-6326,1420
1003-840X,120
1004-2857,132
1004-3756,79
1004-4132,359
1004-4213,1190
1004-8979,61
1004-924X,1286
1004-9541,718
1005-0094,436
1005-0302,595
1005-1031,119
1005-264X,401
1005-3867,207
1005-8885,271
1005-9040,554
1006-4125,1301
1006-4982,242
1006-6837,50
1006-706X,574
1006-7191,514
1006-8104,144
1007-0214,250
1007-1032,134
1007-1172,322
1007-1202,224
1007-2276,910
1007-2780,505
1007-5704,1125
1007-6301,221
1007-662X,485
1007-6654,196
1007-7073,49
1007-7588,219
1007-9327,4145
1008-1275,191
1008-682X,651
1009-0630,600
1009-1742,52
1009-5020,67
1009-5896,463
1009-6124,311
1009-637X,301
1010-061X,716
1010-0652,78
1010-0695,139
1010-2728,15
1010-4283,3898
1010-5182,1104
1010-5395,261
1010-6030,919
1010-6049,273
1010-660X,177
1010-6960,119
1010-7940,1511
1010-8831,47
1010-9161,64
1010-9919,28
1011-0070,137
1011-1344,1088
1011-2367,806
1011-288X,117
1011-372X,752
1011-3924,131
1011-4564,164
1011-484X,11
1011-582X,31
1011-6125,234
1011-6370,189
1011-7474,32
1011-7571,404
1011-8934,1010
1011-8942,243
1011-9981,52
1012-0750,112
1012-2346,34
1012-2443,134
1012-277X,70
1012-280X,9
1012-3563,81
1012-5302,183
1012-5515,41
1012-5574,167
1012-5949,27
1012-6902,228
1012-8255,79
1012-8298,147
1012-8751,33
1012-8840,10
1012-9405,248
1012-9790,21
1013-0799,159
1013-1191,6
1013-1752,106
1013-1922,69
1013-2511,19
1013-445X,7
1013-6037,8
1013-7025,97
1013-7548,68
1013-9052,111
1013-9087,570
1013-929X,78
1015-0684,314
1015-0870,153
1015-1621,180
1015-1826,93
1015-2008,140
1015-2091,1
1015-3802,85
1015-3837,333
1015-3977,10
1015-4817,184
1015-5104,70
1015-5163,242
1015-5759,199
1015-6305,332
1015-6348,443
1015-7999,51
1015-8154,41
1015-8634,453
1015-8758,187
1015-8812,309
1015-8987,1564
1015-9584,185
1015-9770,361
1016-0582,41
1016-1422,187
1016-2283,69
1016-2291,158
1016-2372,199
1016-264X,81
1016-3190,147
1016-3328,71
1016-3360,77
1016-362X,51
1016-4286,37
1016-4383,69
1016-443X,142
1016-4987,64
1016-5169,549
1016-6262,177
1016-6947,16
1016-7315,321
1016-8478,364
1016-8664,163
1016-8710,33
1016-8737,95
1016-8923,62
1016-9040,110
1016-9113,11
1016-913X,9
1016-9148,14
1016-9164,33
1016-9172,25
1017-0405,239
1017-0715,271
1017-0839,211
1017-1274,12
1017-1398,438
1017-1703,5
1017-2548,218
1017-6772,163
1017-7000,116
1017-7108,52
1017-7825,752
1017-7833,201
1017-8139,144
1017-9909,663
1017-995X,491
1018-0583,11
1018-1172,143
1018-130X,354
1018-1806,61
1018-1911,16
1018-2101,87
1018-2438,332
1018-3639,138
1018-3647,191
1018-4171,60
1018-4287,116
1018-4813,796
1018-4864,399
1018-5275,108
1018-5615,151
1018-5674,67
1018-5895,105
1018-5909,193
1018-5941,781
1018-6441,346
1018-8665,380
1018-8681,168
1018-8827,414
1018-8851,95
1018-9068,107
1018-9408,17
1019-1941,116
1019-2050,249
1019-214X,159
1019-3316,202
1019-4355,557
1019-469X,77
1019-5149,541
1019-6439,1562
1019-6781,95
1019-6838,36
1019-7168,168
1019-8385,99
1019-9128,96
1019-9403,13
1020-4067,69
1020-8313,6
1021-2019,22
1021-2604,17
1021-2787,36
1021-335X,2352
1021-3589,230
1021-4011,101
1021-4437,303
1021-447X,28
1021-643X,6
1021-7401,141
1021-7444,148
1021-7762,125
1021-9498,321
1021-9722,167
1021-9730,62
1022-0038,748
1022-0119,102
1022-0461,124
1022-1336,1045
1022-1344,225
1022-1352,1006
1022-1360,728
1022-1824,152
1022-2502,63
1022-3851,14
1022-4556,48
1022-4653,317
1022-5528,491
1022-5706,29
1022-6877,110
1022-7954,468
1022-8136,34
1022-8195,72
1022-9760,818
1022-9825,43
1023-0556,13
1023-0564,10
1023-0807,80
1023-0890,19
1023-1935,434
1023-1986,72
1023-263X,160
1023-3741,99
1023-3830,317
1023-4853,10
1023-6198,293
1023-621X,80
1023-6244,117
1023-666X,239
1023-697X,87
1023-8166,18
1023-8654,49
1023-8883,513
1023-9499,127
1024-1221,51
1024-123X,5533
1024-1809,357
1024-2422,110
1024-2589,167
1024-266X,33
1024-2694,143
1024-2708,329
1024-3402,14
1024-5294,77
1024-5332,276
1024-6029,117
1024-8560,260
1024-8579,12
1024-8668,60
1024-8714,30
1024-8919,377
1024-9834,619
1025-059X,117
1025-2320,18
1025-2339,22
1025-2495,541
1025-2851,70
1025-3106,40
1025-3866,174
1025-3890,202
1025-496X,333
1025-5583,1426
1025-5842,550
1025-6016,173
1025-6415,766
1025-6555,35
1025-7209,159
1025-7217,251
1025-7330,47
1025-8604,49
1025-9112,165
1025-9848,106
1025-9996,37
1026-0226,925
1026-0919,20
1026-1265,286
1026-1613,33
1026-261X,99
1026-3071,24
1026-356X,7
1026-3713,251
1026-3721,268
1026-373X,135
1026-3748,277
1026-4116,26
1026-597X,68
1026-9185,13
1026-9479,117
1026-9487,236
1026-955X,284
1027-152X,60
1027-202X,118
1027-3239,137
1027-3417,3
1027-3719,956
1027-4065,55
1027-4510,646
1027-4634,73
1027-4820,14
1027-488X,29
1027-5207,42
1027-524X,52
1027-5487,326
1027-5495,272
1027-5851,30
1027-6750,9
1027-8117,211
1027-8133,130
1027-9636,91
1028-0928,107
1028-2092,82
1028-2580,135
1028-3153,75
1028-334X,920
1028-3358,419
1028-365X,28
1028-415X,190
1028-4427,141
1028-4559,556
1028-6020,510
1028-6276,144
1028-6608,62
1028-6632,179
1028-8880,279
1028-9127,75
1028-9399,78
1029-0249,62
1029-0257,113
1029-0265,506
1029-0273,317
1029-0311,109
1029-0338,368
1029-0354,157
1029-0362,117
1029-0370,177
1029-0389,994
1029-0397,302
1029-0400,337
1029-0419,90
1029-0435,424
1029-0451,230
1029-046X,165
1029-0478,351
1029-0486,419
1029-0516,29
1029-1857,215
1029-1954,45
1029-2004,10
1029-2292,96
1029-2330,291
1029-2381,271
1029-2403,1658
1029-242X,1266
1029-2446,110
1029-2454,279
1029-2470,387
1029-3132,58
1029-3523,30
1029-3736,128
1029-4910,190
1029-4937,200
1029-4945,297
1029-4953,268
1029-5143,372
1029-5151,372
1029-533X,37
1029-5399,44
1029-5933,20
1029-7448,46
1029-7456,12
1029-8428,238
1029-8436,368
1029-8479,6411
1029-8649,116
1029-9599,132
1030-0112,48
1030-1763,77
1030-1887,91
1030-4312,249
1030-570X,87
1030-9616,64
1031-2943,108
1031-3613,1285
1031-461X,279
1032-3732,132
1033-1867,88
1033-2170,88
1034-4233,38
1034-4810,1050
1034-912X,188
1035-0330,125
1035-0772,162
1035-3046,164
1035-3712,207
1035-6908,122
1035-7718,149
1035-7823,306
1035-8811,160
1036-1073,155
1036-1146,198
1036-7314,313
1036-9872,156
1037-0196,61
1037-1397,129
1037-1656,64
1037-2911,22
1037-616X,13
1037-6178,242
1037-969X,232
1038-2046,97
1038-2097,131
1038-2909,218
1038-3441,106
1038-4111,110
1038-4162,54
1038-4871,104
1038-5282,261
1039-8562,695
1040-0397,1215
1040-0400,512
1040-0419,164
1040-0435,129
1040-0605,694
1040-1334,217
1040-1628,54
1040-2004,469
1040-2381,108
1040-2446,1375
1040-2608,108
1040-2659,262
1040-2861,75
1040-3590,621
1040-452X,415
1040-4651,875
1040-5488,841
1040-6026,68
1040-6182,2469
1040-6190,469
1040-6387,379
1040-6638,208
1040-726X,144
1040-7278,461
1040-7294,222
1040-7308,91
1040-7383,173
1040-7391,73
1040-7413,70
1040-7782,407
1040-7790,166
1040-8347,103
1040-8363,84
1040-8398,690
1040-8401,83
1040-841X,105
1040-8428,532
1040-8436,62
1040-8444,130
1040-8703,359
1040-8711,301
1040-872X,255
1040-8738,289
1040-8746,277
1040-8800,100
1040-9165,143
1040-9238,93
1040-9289,224
1040-9483,99
1041-0031,36
1041-0236,530
1041-1135,2494
1041-2573,60
1041-2905,227
1041-3200,115
1041-3545,151
1041-4347,738
1041-5718,198
1041-6080,600
1041-6099,83
1041-6102,776
1041-7826,262
1041-794X,106
1041-8385,78
1042-0150,268
1042-0533,443
1042-0541,116
1042-0940,91
1042-0991,1351
1042-1394,852
1042-1629,175
1042-1726,55
1042-2587,166
1042-346X,229
1042-3680,250
1042-3699,215
1042-4067,259
1042-4431,277
1042-444X,92
1042-5055,81
1042-6507,884
1042-6914,868
1042-7147,720
1042-7163,202
1042-7260,525
1042-8194,1658
1042-8232,53
1042-8275,289
1042-895X,181
1042-9247,85
1042-9573,95
1042-9670,639
1042-9832,171
1043-0342,347
1043-0679,288
1043-1489,135
1043-1802,918
1043-1810,199
1043-2760,311
1043-3074,1187
1043-3155,247
1043-321X,482
1043-3805,19
1043-4046,232
1043-4062,81
1043-4070,59
1043-4534,70
1043-4542,141
1043-4631,56
1043-4666,1274
1043-6596,276
1043-6618,770
1043-6928,56
1043-7398,172
1043-8599,151
1043-9463,211
1043-951X,334
1043-9862,75
1044-0283,65
1044-0305,782
1044-1549,559
1044-2057,7
1044-2073,56
1044-3894,113
1044-3983,546
1044-4068,78
1044-4300,8
1044-5005,98
1044-5110,164
1044-5323,182
1044-5463,431
1044-5498,306
1044-579X,203
1044-5803,1037
1044-7318,260
1044-7431,294
1044-8004,85
1044-8136,305
1044-8632,176
1045-0300,75
1045-1056,220
1045-1064,32
1045-1595,117
1045-2249,675
1045-2257,286
1045-2354,221
1045-3172,148
1045-3830,155
1045-3873,750
1045-389X,602
1045-4403,95
1045-4438,91
1045-4446,181
1045-4527,207
1045-5752,166
1045-6635,171
1045-6740,132
1045-6767,94
1045-7097,163
1045-9219,895
1045-9243,839
1045-926X,185
1045-988X,109
1045-991X,135
1046-1310,340
1046-199X,13
1046-2023,946
1046-2821,200
1046-283X,137
1046-2937,117
1046-3283,32
1046-3976,172
1046-4883,213
1046-4964,104
1046-560X,119
1046-5928,608
1046-6673,1131
1046-669X,111
1046-7408,412
1046-8188,86
1046-8374,81
1046-8781,136
1046-8986,22
1047-1987,165
1047-2797,774
1047-3203,666
1047-3211,1150
1047-4412,78
1047-4552,112
1047-482X,184
1047-4838,1382
1047-6210,78
1047-6938,134
1047-7039,285
1047-7047,175
1047-7594,362
1047-7845,46
1047-8310,65
1047-840X,151
1047-8477,580
1047-8485,9
1047-9511,782
1047-9651,242
1048-1885,238
1048-2911,127
1048-3713,82
1048-3950,79
1048-5236,99
1048-5252,109
1048-6666,158
1048-6682,113
1048-6801,273
1048-891X,883
1048-9002,100
1048-9053,141
1048-9223,84
1048-9843,242
1049-0078,128
1049-023X,397
1049-0787,31
1049-0965,546
1049-2127,99
1049-2275,2845
1049-3255,117
1049-3301,87
1049-331X,89
1049-3867,334
1049-4820,206
1049-510X,110
1049-5142,57
1049-5398,130
1049-6475,102
1049-6483,37
1049-6491,152
1049-6505,126
1049-7315,354
1049-7323,566
1049-8001,344
1049-8850,300
1049-8923,568
1049-8931,133
1049-9091,366
1049-9644,524
1050-0472,455
1050-0545,269
1050-1738,406
1050-2556,111
1050-2947,5345
1050-3293,85
1050-3307,236
1050-4648,1730
1050-4753,60
1050-4818,27
1050-5164,280
1050-6411,415
1050-642X,323
1050-6438,287
1050-6519,74
1050-6926,283
1050-6934,98
1050-7256,693
1050-8392,200
1050-8406,79
1050-8414,57
1050-8422,153
1050-8619,83
1050-9208,188
1050-9585,197
1050-9631,424
1050-9674,102
1051-0443,3054
1051-0559,72
1051-0761,674
1051-0834,101
1051-0974,113
1051-1253,124
1051-1377,106
1051-144X,34
1051-1482,160
1051-1733,97
1051-1970,256
1051-2004,552
1051-2276,357
1051-2284,337
1051-3558,169
1051-5658,117
1051-712X,67
1051-8215,878
1051-8223,2654
1051-9815,478
1052-0295,194
1052-0457,76
1052-1151,39
1052-150X,185
1052-2158,93
1052-2166,24
1052-2263,101
1052-2891,123
1052-3057,1657
1052-3073,20
1052-3928,128
1052-4770,36
1052-5017,54
1052-5149,224
1052-5157,233
1052-5173,56
1052-5629,141
1052-6188,285
1052-6234,302
1052-6773,77
1052-7613,301
1052-8008,78
1052-9233,31
1052-9276,140
1052-9284,120
1053-0479,119
1053-0487,194
1053-0509,662
1053-0770,1374
1053-0789,33
1053-0797,79
1053-0819,72
1053-1807,1030
1053-1858,228
1053-1890,145
1053-1920,81
1053-2498,3781
1053-4202,38
1053-4296,129
1053-4512,141
1053-4628,206
1053-4822,100
1053-5357,9
1053-5381,66
1053-587X,2235
1053-5888,440
1053-699X,26
1053-8100,535
1053-8119,2851
1053-8127,318
1053-8135,173
1053-8151,50
1053-8259,79
1053-8364,149
1053-8372,238
1053-8569,583
1053-8712,182
1053-8720,73
1053-8801,150
1053-9867,175
1054-0725,988
1054-1373,112
1054-139X,1479
1054-1500,772
1054-2043,256
1054-2523,855
1054-3139,794
1054-3406,339
1054-5476,207
1054-6006,143
1054-660X,836
1054-6618,275
1054-7460,100
1054-7738,139
1054-8408,295
1054-8807,267
1054-9811,139
1055-0496,412
1055-0887,132
1055-0925,105
1055-1344,60
1055-1360,98
1055-3037,148
1055-3177,163
1055-3207,230
1055-3290,363
1055-3835,31
1055-4181,27
1055-5269,49
1055-615X,47
1055-6656,436
1055-6788,200
1055-7148,106
1055-7903,960
1055-8586,222
1055-9965,1679
1056-263X,166
1056-3911,63
1056-4926,140
1056-4934,84
1056-4993,222
1056-6163,447
1056-6171,239
1056-6716,236
1056-7895,209
1056-7941,181
1056-8190,178
1056-8719,753
1056-8727,691
1056-9103,362
1056-9219,68
1057-0314,106
1057-0829,709
1057-0837,67
1057-1027,87
1057-2252,74
1057-2317,78
1057-2414,201
1057-2880,101
1057-3569,95
1057-3631,186
1057-5219,442
1057-5677,170
1057-5987,8
1057-610X,238
1057-7149,1797
1057-7157,609
1057-7408,189
1057-9214,60
1057-9230,406
1057-9249,863
1058-0360,199
1058-0468,693
1058-0476,127
1058-0530,96
1058-1073,200
1058-1103,916
1058-1243,96
1058-2452,65
1058-2746,1305
1058-2916,430
1058-3300,90
1058-3947,107
1058-4587,591
1058-4609,155
1058-4838,3248
1058-5893,218
1058-6180,191
1058-6407,146
1058-6458,186
1058-7187,84
1058-7446,48
1058-8167,127
1058-8183,325
1058-8388,372
1058-9244,181
1058-9759,99
1058-9813,163
1059-0145,193
1059-0161,31
1059-0501,45
1059-0560,490
1059-0889,163
1059-1311,633
1059-1478,493
1059-1524,1143
1059-4329,101
1059-440X,51
1059-5422,97
1059-6011,115
1059-7123,94
1059-7700,376
1059-7794,584
1059-8405,151
1059-8596,105
1059-8650,163
1059-9053,56
1059-910X,478
1059-9231,64
1059-924X,235
1059-941X,454
1059-9495,1631
1059-9630,458
1059-9789,66
1059-986X,54
1060-0280,584
1060-0396,314
1060-1325,354
1060-1333,29
1060-1503,162
1060-152X,365
1060-1538,126
1060-1872,166
