1975-0323 , 25 , 0 , 0 , nan , 0
0207-2564 , 9 , 0 , 0 , nan , 0
2225-0972 , 1 , 0 , 0 , nan , 0
2345-3265 , 32 , 0 , 0 , nan , 0
2318-0331 , 1164 , 425 , 165 , 0.39 , 3
0486-6525 , 81 , 61 , 5 , 0.08 , 1
2539-472X , 81 , 61 , 5 , 0.08 , 1
2525-703X , 18 , 0 , 0 , nan , 0
0121-067X , 68 , 50 , 0 , 0.0 , 0
2539-5122 , 68 , 50 , 0 , 0.0 , 0
1981-1802 , 57 , 0 , 0 , nan , 0
2448-0479 , 55 , 10 , 0 , 0.0 , 0
2446-9424 , 65 , 3 , 0 , 0.0 , 0
2413-5550 , 445 , 3 , 0 , 0.0 , 0
2518-1327 , 445 , 3 , 0 , 0.0 , 0
2466-1732 , 13 , 0 , 0 , nan , 0
2234-2575 , 8 , 8 , 0 , 0.0 , 0
1598-8317 , 27 , 0 , 0 , nan , 0
2072-3024 , 63 , 0 , 0 , nan , 0
2477-7862 , 11 , 0 , 0 , nan , 0
0976-3600 , 60 , 54 , 0 , 0.0 , 0
2006-0165 , 122 , 71 , 7 , 0.1 , 1
2505-0419 , 32 , 12 , 0 , 0.0 , 0
0189-6016 , 1204 , 639 , 433 , 0.68 , 6
2505-0044 , 166 , 0 , 0 , nan , 0
2145-0366 , 82 , 73 , 0 , 0.0 , 0
1086-508X , 13 , 0 , 0 , nan , 0
2375-8619 , 13 , 0 , 0 , nan , 0
2378-7031 , 19 , 0 , 0 , nan , 0
2379-8955 , 2 , 0 , 0 , nan , 0
2394-6466 , 58 , 0 , 0 , nan , 0
2349-6983 , 58 , 0 , 0 , nan , 0
2380-5064 , 8 , 0 , 0 , nan , 0
2071-7318 , 396 , 0 , 0 , nan , 0
2316-1329 , 24 , 0 , 0 , nan , 0
2459-5616 , 12 , 4 , 0 , 0.0 , 0
1886-6654 , 71 , 50 , 0 , 0.0 , 0
2174-5099 , 71 , 50 , 0 , 0.0 , 0
2351-6453 , 13 , 0 , 0 , nan , 0
2424-5194 , 13 , 0 , 0 , nan , 0
1267-8996 , 78 , 0 , 0 , nan , 0
2471-304X , 19 , 0 , 0 , nan , 0
2349-7084 , 16 , 0 , 0 , nan , 0
2454-7484 , 5 , 0 , 0 , nan , 0
2349-5243 , 34 , 0 , 0 , nan , 0
0975-6299 , 546 , 10 , 0 , 0.0 , 0
1735-4374 , 75 , 0 , 0 , nan , 0
1735-6954 , 75 , 0 , 0 , nan , 0
2457-905X , 47 , 16 , 3 , 0.19 , 1
2415-1629 , 14 , 0 , 0 , nan , 0
2413-0516 , 14 , 0 , 0 , nan , 0
2357-0121 , 16 , 0 , 0 , nan , 0
2096-157X , 11 , 0 , 0 , nan , 0
2383-5656 , 33 , 21 , 0 , 0.0 , 0
2472-1115 , 20 , 5 , 0 , 0.0 , 0
2251-8614 , 24 , 0 , 0 , nan , 0
2446-1822 , 10 , 0 , 0 , nan , 0
2398-6131 , 17 , 0 , 0 , nan , 0
2096-2320 , 6 , 0 , 0 , nan , 0
2300-3596 , 37 , 12 , 0 , 0.0 , 0
2449-920X , 37 , 12 , 0 , 0.0 , 0
2454-6704 , 7 , 7 , 0 , 0.0 , 0
2454-6712 , 7 , 7 , 0 , 0.0 , 0
1071-1023 , 2211 , 0 , 0 , nan , 0
1520-8567 , 153 , 0 , 0 , nan , 0
0734-211X , 12225 , 0 , 0 , nan , 0
2327-9877 , 0 , 0 , 0 , nan , 0
2166-2746 , 2658 , 1682 , 7769 , 4.62 , 24
2166-2754 , 2658 , 1682 , 7769 , 4.62 , 24
1829-5088 , 98 , 86 , 0 , 0.0 , 0
2503-3883 , 98 , 86 , 0 , 0.0 , 0
2519-139X , 22 , 0 , 0 , nan , 0
2472-1182 , 18 , 4 , 1 , 0.25 , 1
0398-3609 , 316 , 0 , 0 , nan , 0
1267-9003 , 15 , 0 , 0 , nan , 0
2078-774X , 71 , 0 , 0 , nan , 0
2380-0364 , 22 , 0 , 0 , nan , 0
0901-8883 , 922 , 98 , 0 , 0.0 , 0
1904-7797 , 922 , 98 , 0 , 0.0 , 0
2009-9479 , 7 , 0 , 0 , nan , 0
2307-6143 , 207 , 128 , 12 , 0.09 , 1
2518-7376 , 207 , 128 , 12 , 0.09 , 1
0272-5193 , 91 , 0 , 0 , nan , 0
2380-8012 , 91 , 0 , 0 , nan , 0
0020-3270 , 5821 , 0 , 0 , nan , 0
2053-7891 , 29 , 0 , 0 , nan , 0
1818-0566 , 17 , 0 , 0 , nan , 0
2312-5128 , 17 , 0 , 0 , nan , 0
0719-4234 , 66 , 44 , 0 , 0.0 , 0
0719-4242 , 66 , 44 , 0 , 0.0 , 0
1390-6445 , 242 , 167 , 0 , 0.0 , 0
1815-7459 , 46 , 0 , 0 , nan , 0
2415-3508 , 46 , 0 , 0 , nan , 0
2454-8510 , 100 , 27 , 55 , 2.04 , 5
2454-4787 , 100 , 27 , 55 , 2.04 , 5
2414-259X , 2 , 0 , 0 , nan , 0
1308-9552 , 40 , 0 , 0 , nan , 0
2311-7672 , 50 , 0 , 0 , nan , 0
2311-7656 , 53 , 0 , 0 , nan , 0
2395-1176 , 104 , 0 , 0 , nan , 0
1229-6252 , 45 , 0 , 0 , nan , 0
2411-197X , 110 , 0 , 0 , nan , 0
2500-0896 , 87 , 0 , 0 , nan , 0
0206-1619 , 128 , 0 , 0 , nan , 0
2222-1972 , 301 , 201 , 0 , 0.0 , 0
2226-6305 , 170 , 125 , 0 , 0.0 , 0
1812-8696 , 671 , 481 , 0 , 0.0 , 0
1811-9018 , 844 , 638 , 2 , 0.0 , 1
0510-9752 , 241 , 0 , 0 , nan , 0
1993-1352 , 2477 , 788 , 1924 , 2.44 , 13
0185-1276 , 2156 , 937 , 4 , 0.0 , 1
1870-3062 , 2156 , 937 , 4 , 0.0 , 1
2455-3891 , 734 , 0 , 0 , nan , 0
2444-3409 , 19 , 0 , 0 , nan , 0
1728-2721 , 74 , 42 , 0 , 0.0 , 0
2530-0091 , 13 , 0 , 0 , nan , 0
1505-3695 , 38 , 0 , 0 , nan , 0
2391-7253 , 38 , 0 , 0 , nan , 0
2454-356X , 19 , 2 , 0 , 0.0 , 0
2278-2427 , 79 , 78 , 0 , 0.0 , 0
2473-537X , 10 , 0 , 0 , nan , 0
2473-5388 , 10 , 0 , 0 , nan , 0
2032-7471 , 63 , 55 , 5 , 0.09 , 1
0852-9213 , 18 , 12 , 0 , 0.0 , 0
2477-4693 , 18 , 12 , 0 , 0.0 , 0
2413-7324 , 7 , 0 , 0 , nan , 0
2423-5717 , 25 , 0 , 0 , nan , 0
1726-4057 , 12 , 0 , 0 , nan , 0
1394-9330 , 26 , 0 , 0 , nan , 0
2180-4257 , 26 , 0 , 0 , nan , 0
2474-7610 , 13 , 3 , 0 , 0.0 , 0
1990-4665 , 591 , 0 , 0 , nan , 0
2178-3284 , 50 , 26 , 0 , 0.0 , 0
2237-6984 , 36 , 0 , 0 , nan , 0
1989-0397 , 36 , 2 , 0 , 0.0 , 0
2316-2856 , 28 , 17 , 0 , 0.0 , 0
1300-4891 , 38 , 9 , 0 , 0.0 , 0
2309-6470 , 151 , 2 , 0 , 0.0 , 0
2153-4136 , 48 , 31 , 19 , 0.61 , 2
1229-6457 , 54 , 16 , 2 , 0.13 , 1
2466-040X , 54 , 16 , 2 , 0.13 , 1
0189-5117 , 258 , 0 , 0 , nan , 0
2289-8204 , 52 , 21 , 0 , 0.0 , 0
2072-3040 , 32 , 0 , 0 , nan , 0
2309-5180 , 344 , 144 , 0 , 0.0 , 0
2500-0551 , 344 , 144 , 0 , 0.0 , 0
1818-2909 , 9 , 0 , 0 , nan , 0
1024-8579 , 12 , 0 , 0 , nan , 0
2529-1157 , 212 , 0 , 0 , nan , 0
0206-149X , 67 , 0 , 0 , nan , 0
2053-2296 , 676 , 437 , 4234 , 9.69 , 10
1692-2522 , 110 , 81 , 1 , 0.01 , 1
2248-4086 , 110 , 81 , 1 , 0.01 , 1
2446-4716 , 76 , 0 , 0 , nan , 0
2530-2736 , 16 , 0 , 0 , nan , 0
2530-2442 , 32 , 0 , 0 , nan , 0
2474-1558 , 1 , 0 , 0 , nan , 0
2474-1566 , 1 , 0 , 0 , nan , 0
1303-0094 , 197 , 96 , 0 , 0.0 , 0
2047-9921 , 37 , 0 , 0 , nan , 0
0204-3475 , 893 , 563 , 1 , 0.0 , 1
2500-2546 , 893 , 563 , 1 , 0.0 , 1
2456-3498 , 11 , 0 , 0 , nan , 0
2469-4363 , 7 , 0 , 0 , nan , 0
2469-4371 , 7 , 0 , 0 , nan , 0
2397-9372 , 42 , 0 , 0 , nan , 0
2397-9380 , 42 , 0 , 0 , nan , 0
2407-7259 , 12 , 0 , 0 , nan , 0
1805-3726 , 47 , 35 , 2 , 0.06 , 1
2471-1047 , 12 , 0 , 0 , nan , 0
2471-1055 , 12 , 0 , 0 , nan , 0
2338-4409 , 12 , 0 , 0 , nan , 0
2528-4649 , 12 , 0 , 0 , nan , 0
2008-8698 , 31 , 0 , 0 , nan , 0
2008-8701 , 31 , 0 , 0 , nan , 0
2454-6607 , 68 , 23 , 0 , 0.0 , 0
2455-4995 , 33 , 0 , 0 , nan , 0
1410-4946 , 46 , 0 , 0 , nan , 0
2502-7883 , 46 , 0 , 0 , nan , 0
2301-4156 , 106 , 32 , 1 , 0.03 , 1
2371-574X , 6 , 0 , 0 , nan , 0
2219-8075 , 54 , 0 , 0 , nan , 0
0369-1527 , 100 , 40 , 0 , 0.0 , 0
2458-8962 , 10 , 0 , 0 , nan , 0
2167-9436 , 371 , 279 , 349 , 1.25 , 8
2332-2969 , 12 , 0 , 0 , nan , 0
2332-2950 , 12 , 0 , 0 , nan , 0
0122-7238 , 121 , 86 , 1 , 0.01 , 1
2256-5248 , 67 , 33 , 0 , 0.0 , 0
1984-3577 , 19 , 0 , 0 , nan , 0
2145-549X , 35 , 0 , 0 , nan , 0
2422-4200 , 35 , 0 , 0 , nan , 0
1382-4376 , 67 , 0 , 0 , nan , 0
2537-3161 , 20 , 0 , 0 , nan , 0
2362-4337 , 5 , 0 , 0 , nan , 0
2408-4077 , 5 , 0 , 0 , nan , 0
2474-7688 , 0 , 0 , 0 , nan , 0
2146-9598 , 13 , 0 , 0 , nan , 0
2366-9934 , 8 , 0 , 0 , nan , 0
2307-9150 , 25 , 0 , 0 , nan , 0
2459-0126 , 12 , 8 , 0 , 0.0 , 0
1813-4254 , 98 , 45 , 0 , 0.0 , 0
2028-2559 , 85 , 85 , 0 , 0.0 , 0
2474-7521 , 49 , 2 , 0 , 0.0 , 0
2476-4981 , 24 , 0 , 0 , nan , 0
2322-4479 , 24 , 0 , 0 , nan , 0
2393-1493 , 23 , 0 , 0 , nan , 0
2398-7308 , 66 , 0 , 0 , nan , 0
2398-7316 , 66 , 0 , 0 , nan , 0
2537-3137 , 26 , 0 , 0 , nan , 0
2458-8385 , 7 , 0 , 0 , nan , 0
2518-010X , 18 , 0 , 0 , nan , 0
2409-2622 , 25 , 0 , 0 , nan , 0
0213-3474 , 18 , 0 , 0 , nan , 0
2173-6723 , 18 , 0 , 0 , nan , 0
2409-5125 , 71 , 20 , 0 , 0.0 , 0
2233-6230 , 20 , 0 , 0 , nan , 0
2096-0042 , 107 , 53 , 191 , 3.6 , 7
2530-2345 , 18 , 0 , 0 , nan , 0
2395-5287 , 4 , 0 , 0 , nan , 0
2395-5295 , 4 , 0 , 0 , nan , 0
1331-5854 , 19 , 0 , 0 , nan , 0
1848-6401 , 19 , 0 , 0 , nan , 0
2307-1842 , 13 , 0 , 0 , nan , 0
2455-6769 , 12 , 0 , 0 , nan , 0
2383-4986 , 13 , 0 , 0 , nan , 0
2379-738X , 7 , 0 , 0 , nan , 0
2379-7371 , 7 , 0 , 0 , nan , 0
2278-2400 , 76 , 75 , 1 , 0.01 , 1
2397-4575 , 29 , 0 , 0 , nan , 0
2397-4583 , 29 , 0 , 0 , nan , 0
2455-2925 , 3 , 0 , 0 , nan , 0
2046-5114 , 4 , 0 , 0 , nan , 0
2278-2389 , 61 , 60 , 0 , 0.0 , 0
2338-445X , 63 , 26 , 0 , 0.0 , 0
2527-9246 , 63 , 26 , 0 , 0.0 , 0
1605-2579 , 40 , 40 , 0 , 0.0 , 0
2470-4067 , 19 , 0 , 0 , nan , 0
2470-4075 , 19 , 0 , 0 , nan , 0
2508-5093 , 204 , 153 , 66 , 0.43 , 3
1538-9472 , 310 , 0 , 0 , nan , 0
2508-1888 , 170 , 97 , 50 , 0.52 , 3
2466-2461 , 54 , 0 , 0 , nan , 0
1738-7035 , 184 , 90 , 4 , 0.04 , 1
1907-9931 , 28 , 0 , 0 , nan , 0
2476-9991 , 28 , 0 , 0 , nan , 0
2087-0965 , 61 , 32 , 0 , 0.0 , 0
2503-5010 , 61 , 32 , 0 , 0.0 , 0
1906-151X , 74 , 74 , 30 , 0.41 , 3
2465-4574 , 1 , 0 , 0 , nan , 0
2460-0164 , 173 , 142 , 1 , 0.01 , 1
2442-2576 , 173 , 142 , 1 , 0.01 , 1
2397-334X , 170 , 0 , 0 , nan , 0
1306-3065 , 21 , 15 , 24 , 1.6 , 3
2412-2424 , 17 , 0 , 0 , nan , 0
2389-8364 , 1 , 0 , 0 , nan , 0
0042-8469 , 785 , 252 , 7 , 0.03 , 1
2217-4753 , 24 , 0 , 0 , nan , 0
1731-3708 , 3 , 0 , 0 , nan , 0
1411-7932 , 16 , 0 , 0 , nan , 0
2461-0976 , 16 , 0 , 0 , nan , 0
0196-6286 , 13 , 0 , 0 , nan , 0
1868-7431 , 131 , 83 , 9 , 0.11 , 2
1868-7458 , 99 , 67 , 4 , 0.06 , 1
1450-782X , 9 , 0 , 0 , nan , 0
2466-5207 , 9 , 0 , 0 , nan , 0
2217-415X , 139 , 6 , 0 , 0.0 , 0
2334-7465 , 139 , 6 , 0 , 0.0 , 0
2453-8884 , 17 , 0 , 0 , nan , 0
2372-8302 , 27 , 15 , 0 , 0.0 , 0
1229-1056 , 230 , 116 , 22 , 0.19 , 2
0187-7151 , 751 , 155 , 71 , 0.46 , 4
2526-169X , 7 , 0 , 0 , nan , 0
2525-8923 , 9 , 0 , 0 , nan , 0
0215-8787 , 43 , 0 , 0 , nan , 0
2541-1616 , 43 , 0 , 0 , nan , 0
1438-2091 , 78 , 54 , 1 , 0.02 , 1
1868-9426 , 62 , 53 , 1 , 0.02 , 1
0003-8962 , 6017 , 0 , 0 , nan , 0
1989-9262 , 29 , 14 , 0 , 0.0 , 0
0009-6067 , 2784 , 149 , 0 , 0.0 , 0
2034-6441 , 171 , 118 , 0 , 0.0 , 0
1850-0870 , 78 , 62 , 0 , 0.0 , 0
2344-9217 , 78 , 62 , 0 , 0.0 , 0
2340-9886 , 18 , 5 , 0 , 0.0 , 0
2182-7141 , 21 , 20 , 0 , 0.0 , 0
2399-5297 , 6 , 0 , 0 , nan , 0
2542-4602 , 3 , 0 , 0 , nan , 0
2248-4116 , 1 , 0 , 0 , nan , 0
2451-9103 , 52 , 0 , 0 , nan , 0
2452-3100 , 79 , 0 , 0 , nan , 0
2238-1279 , 37 , 0 , 0 , nan , 0
0013-5127 , 11575 , 0 , 0 , nan , 0
2053-7883 , 15 , 0 , 0 , nan , 0
2397-8554 , 12 , 0 , 0 , nan , 0
2397-8562 , 12 , 0 , 0 , nan , 0
2334-9050 , 12 , 0 , 0 , nan , 0
1780-3187 , 314 , 124 , 19 , 0.15 , 1
2034-2101 , 270 , 80 , 13 , 0.16 , 1
2519-0709 , 51 , 0 , 0 , nan , 0
2077-6322 , 7 , 0 , 0 , nan , 0
2450-5447 , 14 , 13 , 0 , 0.0 , 0
0017-0461 , 233 , 91 , 1 , 0.01 , 1
2507-0401 , 197 , 55 , 1 , 0.02 , 1
1544-0052 , 251 , 56 , 1 , 0.02 , 1
2399-7397 , 19 , 0 , 0 , nan , 0
2308-152X , 42 , 0 , 0 , nan , 0
2313-6197 , 42 , 0 , 0 , nan , 0
1130-2402 , 72 , 31 , 0 , 0.0 , 0
2340-0277 , 31 , 0 , 0 , nan , 0
1330-7274 , 768 , 262 , 12 , 0.05 , 2
1848-9702 , 727 , 221 , 12 , 0.05 , 2
1996-7853 , 64 , 0 , 0 , nan , 0
2542-0038 , 64 , 0 , 0 , nan , 0
1846-8551 , 275 , 141 , 4 , 0.03 , 1
2507-041X , 210 , 111 , 4 , 0.04 , 1
2031-3098 , 89 , 52 , 1 , 0.02 , 1
2507-0312 , 78 , 41 , 1 , 0.02 , 1
2548-317X , 10 , 0 , 0 , nan , 0
2548-4664 , 10 , 0 , 0 , nan , 0
1648-5831 , 27 , 19 , 21 , 1.11 , 3
2335-8971 , 25 , 9 , 7 , 0.78 , 2
2303-7105 , 34 , 10 , 0 , 0.0 , 0
2455-4758 , 5 , 0 , 0 , nan , 0
2349-3305 , 1164 , 220 , 21 , 0.1 , 1
2349-2902 , 401 , 0 , 0 , nan , 0
1390-6402 , 51 , 0 , 0 , nan , 0
2528-7834 , 51 , 0 , 0 , nan , 0
2414-6811 , 29 , 0 , 0 , nan , 0
2414-6803 , 29 , 0 , 0 , nan , 0
0021-9495 , 1985 , 119 , 26 , 0.22 , 2
1911-0251 , 2044 , 119 , 26 , 0.22 , 2
2526-1746 , 13 , 0 , 0 , nan , 0
1804-2724 , 77 , 61 , 40 , 0.66 , 3
2032-5371 , 108 , 67 , 2 , 0.03 , 1
2507-0320 , 85 , 53 , 2 , 0.04 , 1
2302-6790 , 49 , 1 , 0 , 0.0 , 0
2541-2841 , 49 , 1 , 0 , 0.0 , 0
1450-9636 , 50 , 34 , 0 , 0.0 , 0
0081-8933 , 357 , 124 , 2 , 0.02 , 1
2507-0428 , 357 , 124 , 2 , 0.02 , 1
0025-2603 , 1744 , 67 , 0 , 0.0 , 0
2031-0226 , 170 , 51 , 0 , 0.0 , 0
2397-3757 , 19 , 0 , 0 , nan , 0
0916-1821 , 2262 , 0 , 0 , nan , 0
2432-471X , 2262 , 0 , 0 , nan , 0
2399-6854 , 17 , 0 , 0 , nan , 0
2449-7657 , 1 , 0 , 0 , nan , 0
2548-2246 , 1 , 0 , 0 , nan , 0
0869-5636 , 80 , 0 , 0 , nan , 0
1982-615X , 70 , 0 , 0 , nan , 0
2162-2531 , 464 , 269 , 3899 , 14.49 , 31
2372-7705 , 85 , 28 , 64 , 2.29 , 5
2182-6471 , 23 , 22 , 0 , 0.0 , 0
2468-7812 , 158 , 0 , 0 , nan , 0
2059-6553 , 8 , 0 , 0 , nan , 0
1870-3550 , 101 , 84 , 6 , 0.07 , 1
2448-7228 , 8 , 0 , 0 , nan , 0
0078-2122 , 591 , 84 , 13 , 0.15 , 2
2507-0444 , 125 , 74 , 10 , 0.14 , 1
2468-5488 , 22 , 0 , 0 , nan , 0
2411-605X , 193 , 132 , 30 , 0.23 , 2
2411-9180 , 193 , 132 , 30 , 0.23 , 2
1761-4961 , 161 , 45 , 0 , 0.0 , 0
2295-970X , 152 , 36 , 0 , 0.0 , 0
0332-1592 , 805 , 84 , 0 , 0.0 , 0
2034-6506 , 149 , 51 , 0 , 0.0 , 0
2468-1717 , 12 , 0 , 0 , nan , 0
2189-8448 , 12 , 0 , 0 , nan , 0
0079-4872 , 6 , 5 , 0 , 0.0 , 0
1721-0135 , 26 , 0 , 0 , nan , 0
2531-6753 , 11 , 0 , 0 , nan , 0
0097-5990 , 737 , 0 , 0 , nan , 0
1870-3925 , 331 , 142 , 0 , 0.0 , 0
2448-4849 , 331 , 142 , 0 , 0.0 , 0
2317-5389 , 109 , 71 , 1 , 0.01 , 1
1677-6097 , 34 , 0 , 0 , nan , 0
2358-4319 , 34 , 0 , 0 , nan , 0
2316-2341 , 79 , 60 , 1 , 0.02 , 1
2539-2786 , 1 , 0 , 0 , nan , 0
2448-0517 , 23 , 0 , 0 , nan , 0
0872-3540 , 1 , 1 , 0 , 0.0 , 0
0373-6075 , 518 , 57 , 1 , 0.02 , 1
2507-0185 , 130 , 57 , 1 , 0.02 , 1
0035-3620 , 411 , 80 , 2 , 0.03 , 1
2295-9696 , 214 , 64 , 2 , 0.03 , 1
2448-7163 , 7 , 0 , 0 , nan , 0
2075-0781 , 623 , 378 , 0 , 0.0 , 0
2310-5461 , 623 , 378 , 0 , 0.0 , 0
1431-5041 , 178 , 133 , 2 , 0.02 , 1
1868-9418 , 180 , 133 , 2 , 0.02 , 1
2146-1937 , 29 , 0 , 0 , nan , 0
0214-9141 , 7 , 0 , 0 , nan , 0
0134-5486 , 89 , 0 , 0 , nan , 0
1840-152X , 28 , 0 , 0 , nan , 0
0177-4832 , 2100 , 0 , 0 , nan , 0
1979-6544 , 9 , 0 , 0 , nan , 0
2548-6942 , 9 , 0 , 0 , nan , 0
2518-8852 , 7 , 0 , 0 , nan , 0
0778-9750 , 582 , 121 , 5 , 0.04 , 1
2034-645X , 272 , 96 , 5 , 0.05 , 1
2468-2667 , 92 , 0 , 0 , nan , 0
2225-6555 , 41 , 0 , 0 , nan , 0
2399-5289 , 25 , 0 , 0 , nan , 0
1414-5731 , 135 , 58 , 2 , 0.03 , 1
2399-7400 , 18 , 0 , 0 , nan , 0
2029-6223 , 66 , 22 , 0 , 0.0 , 0
0342-328X , 27 , 0 , 0 , nan , 0
2366-2042 , 27 , 0 , 0 , nan , 0
2409-9961 , 71 , 39 , 7 , 0.18 , 1
2453-8922 , 23 , 0 , 0 , nan , 0
2451-4934 , 28 , 0 , 0 , nan , 0
2472-0941 , 6 , 0 , 0 , nan , 0
2311-5068 , 87 , 0 , 0 , nan , 0
1411-2027 , 50 , 26 , 1 , 0.04 , 1
2541-5875 , 50 , 26 , 1 , 0.04 , 1
0157-6321 , 1569 , 181 , 201 , 1.11 , 5
1808-1983 , 25 , 0 , 0 , nan , 0
0125-9695 , 80 , 32 , 1 , 0.03 , 1
2338-3453 , 80 , 32 , 1 , 0.03 , 1
2107-7266 , 55 , 39 , 1 , 0.03 , 1
2330-5169 , 24 , 0 , 0 , nan , 0
1738-7051 , 218 , 110 , 0 , 0.0 , 0
1226-2943 , 492 , 211 , 0 , 0.0 , 0
2466-541X , 22 , 0 , 0 , nan , 0
2504-2092 , 57 , 0 , 0 , nan , 0
2504-2106 , 57 , 0 , 0 , nan , 0
2336-3452 , 85 , 56 , 0 , 0.0 , 0
2336-808X , 43 , 27 , 0 , 0.0 , 0
2452-2716 , 12 , 0 , 0 , nan , 0
1647-6816 , 7 , 0 , 0 , nan , 0
0091-2085 , 31 , 0 , 0 , nan , 0
1646-2831 , 1 , 0 , 0 , nan , 0
2470-1173 , 598 , 0 , 0 , nan , 0
2548-0200 , 24 , 0 , 0 , nan , 0
0873-0504 , 2 , 0 , 0 , nan , 0
1429-7132 , 129 , 68 , 17 , 0.25 , 2
2300-8547 , 15 , 0 , 0 , nan , 0
1226-0118 , 189 , 102 , 2 , 0.02 , 1
2541-4313 , 6 , 0 , 0 , nan , 0
1784-410X , 62 , 16 , 0 , 0.0 , 0
2034-208X , 62 , 16 , 0 , 0.0 , 0
2399-8733 , 25 , 0 , 0 , nan , 0
2500-1930 , 53 , 0 , 0 , nan , 0
2542-0313 , 45 , 0 , 0 , nan , 0
1403-2279 , 292 , 273 , 0 , 0.0 , 0
1818-4936 , 25 , 0 , 0 , nan , 0
0976-4003 , 57 , 0 , 0 , nan , 0
2089-6867 , 92 , 66 , 0 , 0.0 , 0
2460-9285 , 92 , 66 , 0 , 0.0 , 0
1510-5091 , 50 , 31 , 0 , 0.0 , 0
1688-8626 , 50 , 31 , 0 , 0.0 , 0
1513-7805 , 18 , 0 , 0 , nan , 0
1598-0979 , 484 , 255 , 0 , 0.0 , 0
2471-8300 , 22 , 8 , 0 , 0.0 , 0
2399-8199 , 5 , 0 , 0 , nan , 0
1511-2780 , 77 , 0 , 0 , nan , 0
2399-8172 , 15 , 0 , 0 , nan , 0
2377-3308 , 5 , 0 , 0 , nan , 0
1410-1637 , 30 , 0 , 0 , nan , 0
2548-4788 , 30 , 0 , 0 , nan , 0
1229-5132 , 527 , 260 , 72 , 0.28 , 3
2379-5980 , 12 , 0 , 0 , nan , 0
2074-1472 , 6 , 0 , 0 , nan , 0
2413-2713 , 6 , 0 , 0 , nan , 0
0215-1790 , 49 , 0 , 0 , nan , 0
2540-945X , 49 , 0 , 0 , nan , 0
1598-1053 , 15 , 0 , 0 , nan , 0
1390-6143 , 14 , 0 , 0 , nan , 0
2477-8893 , 14 , 0 , 0 , nan , 0
1645-6424 , 1 , 0 , 0 , nan , 0
2472-3622 , 3 , 0 , 0 , nan , 0
0871-6714 , 1 , 0 , 0 , nan , 0
0870-841X , 1 , 0 , 0 , nan , 0
1816-5095 , 39 , 0 , 0 , nan , 0
2500-0845 , 26 , 0 , 0 , nan , 0
0148-6349 , 399 , 0 , 0 , nan , 0
2163-5102 , 399 , 0 , 0 , nan , 0
1427-9622 , 19 , 0 , 0 , nan , 0
1896-3250 , 18 , 0 , 0 , nan , 0
2081-3767 , 28 , 0 , 0 , nan , 0
2392-2656 , 28 , 0 , 0 , nan , 0
1645-9768 , 11 , 0 , 0 , nan , 0
1413-8409 , 11 , 0 , 0 , nan , 0
2175-0173 , 11 , 0 , 0 , nan , 0
1676-188X , 38 , 0 , 0 , nan , 0
2176-7114 , 38 , 0 , 0 , nan , 0
0034-9461 , 37 , 0 , 0 , nan , 0
2174-0909 , 37 , 0 , 0 , nan , 0
0035-2381 , 425 , 149 , 2 , 0.01 , 1
2294-1088 , 410 , 134 , 2 , 0.01 , 1
2118-5654 , 56 , 49 , 0 , 0.0 , 0
2269-8876 , 7 , 0 , 0 , nan , 0
1646-0839 , 2 , 0 , 0 , nan , 0
2415-105X , 11 , 0 , 0 , nan , 0
2415-1033 , 20 , 0 , 0 , nan , 0
2415-1041 , 3 , 0 , 0 , nan , 0
1630-7364 , 144 , 31 , 2 , 0.06 , 1
1518-7934 , 85 , 20 , 1 , 0.05 , 1
2238-1856 , 85 , 20 , 1 , 0.05 , 1
2147-7094 , 33 , 0 , 0 , nan , 0
1326-4966 , 119 , 2 , 0 , 0.0 , 0
2295-3493 , 24 , 16 , 0 , 0.0 , 0
2507-0363 , 15 , 7 , 0 , 0.0 , 0
1229-6899 , 194 , 105 , 13 , 0.12 , 1
1229-4373 , 245 , 111 , 0 , 0.0 , 0
2410-7190 , 8 , 0 , 0 , nan , 0
1300-0551 , 23 , 0 , 0 , nan , 0
1738-6691 , 165 , 91 , 0 , 0.0 , 0
2449-8637 , 48 , 33 , 0 , 0.0 , 0
2453-8892 , 5 , 0 , 0 , nan , 0
2168-1007 , 64 , 19 , 62 , 3.26 , 5
2518-3729 , 28 , 0 , 0 , nan , 0
2518-3680 , 28 , 0 , 0 , nan , 0
2415-6450 , 42 , 0 , 0 , nan , 0
2415-6469 , 42 , 0 , 0 , nan , 0
0002-9599 , 11559 , 165 , 2148 , 13.02 , 23
1945-452X , 26 , 0 , 0 , nan , 0
0255-0407 , 93 , 52 , 0 , 0.0 , 0
2519-7398 , 93 , 52 , 0 , 0.0 , 0
2060-0623 , 46 , 0 , 0 , nan , 0
2360-6975 , 106 , 66 , 1 , 0.02 , 1
0716-2677 , 19 , 0 , 0 , nan , 0
0719-6466 , 19 , 0 , 0 , nan , 0
2399-9632 , 15 , 0 , 0 , nan , 0
2531-9892 , 5 , 0 , 0 , nan , 0
2431-8175 , 50 , 49 , 1 , 0.02 , 1
2268-5243 , 25 , 24 , 0 , 0.0 , 0
2474-5081 , 5 , 0 , 0 , nan , 0
2475-2401 , 78 , 27 , 0 , 0.0 , 0
0016-6731 , 5896 , 1606 , 22150 , 13.79 , 59
1943-2631 , 304 , 23 , 189 , 8.22 , 8
2519-5913 , 20 , 0 , 0 , nan , 0
2519-5921 , 20 , 0 , 0 , nan , 0
